X,Y,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
179.031667,-16.2325,225,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Amphiroa foliacea,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211638,Amphiroa foliacea,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,foliacea,,"J.V.Lamouroux, 1824",91
179.739683,-16.1835,629,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-16 Caulerpa sedoides,,,,,present,,16,SCUBA diving,2007/05/18 15:34:00,138,2007,5,18,Fiji-16,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',8,24,-16.1835,179.739683,WGS84,30,POINT (179.739683 -16.1835),,,urn:lsid:marinespecies.org:taxname:211478,Caulerpa sedoides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,sedoides,,"C.Agardh, 1817",92
179.031667,-16.2325,226,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Amphiroa crassa,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211635,Amphiroa crassa,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,crassa,,"J.V.Lamouroux, 1824",93
179.739683,-16.1835,630,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-16 Herposiphonia sp.,,,,,present,,16,SCUBA diving,2007/05/18 15:34:00,138,2007,5,18,Fiji-16,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',8,24,-16.1835,179.739683,WGS84,30,POINT (179.739683 -16.1835),,,urn:lsid:marinespecies.org:taxname:205966,Herposiphonia sp.,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Herposiphonia,,,,"Nägeli, 1846",94
179.031667,-16.2325,227,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Udotea geppiorum,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:374219,Udotea geppiorum,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Udotea,,geppiorum,,"Yamada, 1930",95
179.739683,-16.1835,631,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-16 Rhabdastrella globostellata,,,,,present,,16,SCUBA diving,2007/05/18 15:34:00,138,2007,5,18,Fiji-16,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',8,24,-16.1835,179.739683,WGS84,30,POINT (179.739683 -16.1835),,,urn:lsid:marinespecies.org:taxname:169886,Rhabdastrella globostellata,Animalia,Porifera,Demospongiae,Astrophorida,Ancorinidae,Rhabdastrella,,globostellata,,"(Carter, 1883)",96
179.031667,-16.2325,228,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Chlorodesmis hildebrandtii,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211743,Chlorodesmis hildebrandtii,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Chlorodesmis,,hildebrandtii,,"A.Gepp & E.S.Gepp, 1911",97
179.739683,-16.1835,632,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-16 Xestospongia pacifica,,,,,present,,16,SCUBA diving,2007/05/18 15:34:00,138,2007,5,18,Fiji-16,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' First small pass southwest of barrier reef before 'Rendell Channel',8,24,-16.1835,179.739683,WGS84,30,POINT (179.739683 -16.1835),,,urn:lsid:marinespecies.org:taxname:194570,Xestospongia pacifica,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Xestospongia,,pacifica,,"Kelly-Borges & Bergquist, 1988",98
179.031667,-16.2325,229,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Amphiroa ephedraea,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211632,Amphiroa ephedraea,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,ephedraea,,"(Lamarck) Decaisne, 1842",99
179.180383,-16.080517,633,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Udotea orientalis,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:211534,Udotea orientalis,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Udotea,,orientalis,,"A.Gepp & E.S.Gepp, 1911",100
179.031667,-16.2325,230,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Amphiroa tribulus,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211627,Amphiroa tribulus,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,tribulus,,"(J.Ellis & Solander) J.V.Lamouroux, 1816",101
179.180383,-16.080517,634,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Pinnatiphycus menouana,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:390034,Pinnatiphycus menouana,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dicranemataceae,Pinnatiphycus,,menouana,,"N'Yeurt, Payri, Gabrielson & Fredericq, 2006",102
179.031667,-16.2325,231,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Chlorodesmis fastigiata,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211746,Chlorodesmis fastigiata,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Chlorodesmis,,fastigiata,,"(C.Agardh) S.C.Ducker, 1969",103
179.180383,-16.080517,635,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Dysidea sp.,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:131745,Dysidea sp.,Animalia,Porifera,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,,,"Johnston, 1842",104
179.031667,-16.2325,232,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Stylissa carteri,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:165705,Stylissa carteri,Animalia,Porifera,Demospongiae,Halichondrida,Dictyonellidae,Stylissa,,carteri,,"(Dendy, 1889)",105
179.180383,-16.080517,636,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Rhipilia orientalis,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:214420,Rhipilia orientalis,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Rhipiliaceae,Rhipilia,,orientalis,,"A.Gepp & E.S.Gepp, 1911",106
179.031667,-16.2325,233,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Cryptonemia umbraticola,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:373522,Cryptonemia umbraticola,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Cryptonemia,,umbraticola,,"E.Y.Dawson, 1959",107
179.180383,-16.080517,637,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Rhipilia penicilloides,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:613660,Rhipilia penicilloides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Rhipiliaceae,Rhipilia,,penicilloides,,"A.D.R.N'Yeurt & D.W.Keats, 1997",108
179.031667,-16.2325,234,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Epipolasis sp.,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:165782,Epipolasis sp.,Animalia,Porifera,Demospongiae,Halichondrida,Halichondriidae,Epipolasis,,,,"de Laubenfels, 1936",109
179.180383,-16.080517,638,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-17 Dictyosphaeria versluysii,,,,,present,,17,SCUBA diving,2007/05/19 08:52:00,139,2007,5,19,Fiji-17,Pacific Ocean,Fiji,,,Nagelelevu Lagoon' Outer slope north of 'Toulalia' Island,8,62,-16.080517,179.180383,WGS84,30,POINT (179.180383 -16.080517),,,urn:lsid:marinespecies.org:taxname:214397,Dictyosphaeria versluysii,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Siphonocladaceae,Dictyosphaeria,,versluysii,,"Weber-van Bosse, 1905",110
179.031667,-16.2325,235,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Ascidia,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:103483,Ascidia,Animalia,Chordata,Ascidiacea,Phlebobranchia,Ascidiidae,Ascidia,,,,"Linnaeus, 1767",111
179.031667,-16.2325,236,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Portieria hornemannii,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:213851,Portieria hornemannii,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Rhizophyllidaceae,Portieria,,hornemannii,,"(Lyngbye) P.C.Silva, 1987",112
179.031667,-16.2325,237,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Caulerpa sedoides,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:211478,Caulerpa sedoides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,sedoides,,"C.Agardh, 1817",113
179.031667,-16.2325,238,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-06 Microphyllum borneense,,,,,present,,6,SCUBA diving,2007/05/13 08:43:00,133,2007,5,13,Fiji-06,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef western edge across from Kia Island,8,52,-16.2325,179.031667,WGS84,30,POINT (179.031667 -16.2325),,,urn:lsid:marinespecies.org:taxname:214054,Microphyllum borneense,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Rhodymeniaceae,Microphyllum,,borneense,,"Weber-van Bosse, 1928",114
178.405733,-16.776667,1,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Spirocladia barodensis,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:373712,Spirocladia barodensis,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Spirocladia,,barodensis,,"Børgesen, 1933",115
178.405733,-16.776667,2,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Lobophora variegata,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:145381,Lobophora variegata,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,,variegata,,"(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977",116
178.405733,-16.776667,3,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Stylissa massa,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:165711,Stylissa massa,Animalia,Porifera,Demospongiae,Halichondrida,Dictyonellidae,Stylissa,,massa,,"(Carter, 1887)",117
178.405733,-16.776667,4,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Ventricaria ventricosa,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:145885,Ventricaria ventricosa,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,Ventricaria,,ventricosa,,"(J.Agardh) J.L.Olsen & J.A.West, 1988",118
178.405733,-16.776667,5,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Udotea glaucescens,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:211541,Udotea glaucescens,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Udoteaceae,Udotea,,glaucescens,,"Harvey ex J.Agardh, 1887",119
178.405733,-16.776667,6,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Portieria hornemannii,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:213851,Portieria hornemannii,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Rhizophyllidaceae,Portieria,,hornemannii,,"(Lyngbye) P.C.Silva, 1987",120
178.405733,-16.776667,7,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Caulerpa cupressoides,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:144467,Caulerpa cupressoides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,cupressoides,,"(West) C.Agardh, 1817",121
178.405733,-16.776667,8,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Caulerpa racemosa,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:144472,Caulerpa racemosa,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,racemosa,,"(Forsskål) J.Agardh, 1873",122
178.405733,-16.776667,9,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Asteromenia anastomosans,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:503069,Asteromenia anastomosans,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Hymenocladiaceae,Asteromenia,,anastomosans,,"(Weber-van Bosse) G.W.Saunders, C.E.Lane, C.W.Schneider & Kraft, 2006",123
178.405733,-16.776667,10,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Centroceras minutum,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:211902,Centroceras minutum,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Centroceras,,minutum,,"Y.Yamada, 1944",124
178.405733,-16.776667,11,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Caulerpa sertularioides,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:144474,Caulerpa sertularioides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,sertularioides,,"(S.G.Gmelin) M.A.Howe, 1905",125
178.405733,-16.776667,12,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Dictyosphaeria versluysii,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:214397,Dictyosphaeria versluysii,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Siphonocladaceae,Dictyosphaeria,,versluysii,,"Weber-van Bosse, 1905",126
178.405733,-16.776667,13,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Halimeda discoidea,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:144481,Halimeda discoidea,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,discoidea,,"Decaisne, 1842",127
178.405733,-16.776667,14,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Halimeda copiosa(?),,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:143820,Halimeda copiosa(?),Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,,,"J.V.Lamouroux, 1812",128
178.405733,-16.776667,15,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Heterosiphonia crispella,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:144731,Heterosiphonia crispella,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Dasyaceae,Heterosiphonia,,crispella,,"(C.Agardh) M.J.Wynne, 1985",129
178.405733,-16.776667,16,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-01 Hydrolithon onkodes,,,,,present,,1,SCUBA diving,2007/05/10 09:20:00,130,2007,5,10,Fiji-01,Pacific Ocean,Fiji,,,Vanua Levu Western slope of Kakaulau Reef,5,22,-16.776667,178.405733,WGS84,30,POINT (178.405733 -16.776667),,,urn:lsid:marinespecies.org:taxname:145120,Hydrolithon onkodes,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,,onkodes,,"(Heydrich) D.Penrose & Woelkerling, 1992",130
