X,Y,id,modified,language,bibliographicCitation,institutionCode,collectionCode,datasetName,basisOfRecord,dynamicProperties,catalogNumber,occurrenceRemarks,individualCount,sex,lifeStage,occurrenceStatus,associatedTaxa,eventID,samplingProtocol,eventDate,startDayOfYear,year,month,day,fieldNumber,waterBody,country,stateProvince,county,locality,minimumDepthInMeters,maximumDepthInMeters,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,identifiedBy,typeStatus,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship,FID
179.280783,-16.2853,277,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Crouania minutissima,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:214100,Crouania minutissima,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Callithamniaceae,Crouania,,minutissima,,"Yamada, 1944",598
179.42605,-16.56015,962,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Gibsmithia dotyi,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:372320,Gibsmithia dotyi,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Gibsmithia,,dotyi,,"Kraft & R.W.Ricker, 1984",599
179.5314,-16.23155,468,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Antithamnionella breviramosa,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:373800,Antithamnionella breviramosa,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,Antithamnionella,,breviramosa,,"(E.Y.Dawson) Wollaston, 1970",600
179.280783,-16.2853,278,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Amphiroa foliacea,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:211638,Amphiroa foliacea,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,foliacea,,"J.V.Lamouroux, 1824",601
179.42605,-16.56015,963,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Halimeda micronesica,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:211528,Halimeda micronesica,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,micronesica,,"Yamada, 1941",602
179.3301,-16.03245,566,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Halimeda lacunalis,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:241215,Halimeda lacunalis,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,lacunalis,,"W.R.Taylor, 1950",603
179.5314,-16.23155,469,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Chondria dangeardii,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:214198,Chondria dangeardii,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Chondria,,dangeardii,,"E.Y.Dawson, 1954",604
179.280783,-16.2853,279,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Rhabdastrella globostellata,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:169886,Rhabdastrella globostellata,Animalia,Porifera,Demospongiae,Astrophorida,Ancorinidae,Rhabdastrella,,globostellata,,"(Carter, 1883)",605
179.42605,-16.56015,964,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Lyngbya majuscula,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:177509,Lyngbya majuscula,Bacteria,Cyanobacteria,Cyanophyceae,Oscillatoriales,Oscillatoriaceae,Lyngbya,,majuscula,,"Harvey ex Gomont, 1892",606
179.5314,-16.23155,470,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Sargassum polycystum,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:494865,Sargassum polycystum,Chromista,Ochrophyta,Phaeophyceae,Fucales,Sargassaceae,Sargassum,,polycystum,,"C.Agardh, 1824",607
179.3301,-16.03245,567,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Phyllospongia papyracea,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:165287,Phyllospongia papyracea,Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Phyllospongia,,papyracea,,"(Esper, 1794)",608
179.280783,-16.2853,280,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Anotrichium tenue,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:144506,Anotrichium tenue,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,Anotrichium,,tenue,,"(C.Agardh) Nägeli, 1862",609
179.42605,-16.56015,965,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Halimeda minima,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:372306,Halimeda minima,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,minima,,"(W.R.Taylor) Hillis-Colinvaux, 1968",610
179.5314,-16.23155,471,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Dysidea sp.,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:131745,Dysidea sp.,Animalia,Porifera,Demospongiae,Dictyoceratida,Dysideidae,Dysidea,,,,"Johnston, 1842",611
179.280783,-16.2853,281,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Champia compressa,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:214025,Champia compressa,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Champiaceae,Champia,,compressa,,"Harvey, 1838",612
179.3301,-16.03245,568,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Neofibularia hartmani,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:168320,Neofibularia hartmani,Animalia,Porifera,Demospongiae,Poecilosclerida,Desmacellidae,Neofibularia,,hartmani,,"Hooper & Lévi, 1993",613
179.5314,-16.23155,472,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Galaxaura filamentosa,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:211611,Galaxaura filamentosa,Plantae,Rhodophyta,Florideophyceae,Nemaliales,Galaxauraceae,Galaxaura,,filamentosa,,"R.C.Y.Chou, 1945",614
179.280783,-16.2853,282,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Amphiroa crassa,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:211635,Amphiroa crassa,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,crassa,,"J.V.Lamouroux, 1824",615
179.42605,-16.56015,966,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Rhipilia diaphana,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:373290,Rhipilia diaphana,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Rhipiliaceae,Rhipilia,,diaphana,,"W.R.Taylor, 1950",616
179.3301,-16.03245,569,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Gibsmithia dotyi,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:372320,Gibsmithia dotyi,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Dumontiaceae,Gibsmithia,,dotyi,,"Kraft & R.W.Ricker, 1984",617
179.42605,-16.56015,967,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Laurencia minuta,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:144826,Laurencia minuta,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Laurencia,,minuta,,"Vandermeulen, Garbary & Guiry, 1990",618
179.5314,-16.23155,473,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Amphiroa crassa,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:211635,Amphiroa crassa,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,crassa,,"J.V.Lamouroux, 1824",619
179.280783,-16.2853,283,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Dictyopteris repens,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:214306,Dictyopteris repens,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Dictyopteris,,repens,,"(Okamura) Børgesen, 1924",620
179.5314,-16.23155,474,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Acanthella cavernosa,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:165651,Acanthella cavernosa,Animalia,Porifera,Demospongiae,Halichondrida,Dictyonellidae,Acanthella,,cavernosa,,"Dendy, 1922",621
179.3301,-16.03245,570,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Rhipilia sp. 2,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:143823,Rhipilia sp. 2,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Rhipiliaceae,Rhipilia,,,,"Kützing, 1858",622
179.42605,-16.56015,968,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Halymenia porphyraeformis,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:371241,Halymenia porphyraeformis,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,Halymenia,,porphyraeformis,,"Parkinson, 1980",623
179.280783,-16.2853,284,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Xestospongia sp.,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:131849,Xestospongia sp.,Animalia,Porifera,Demospongiae,Haplosclerida,Petrosiidae,Xestospongia,,,,"de Laubenfels, 1932",624
179.5314,-16.23155,475,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Alcyonacea sp.,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:1365,Alcyonacea sp.,Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,,,"Lamouroux, 1812",625
179.3301,-16.03245,571,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Hydrolithon gardineri,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:371262,Hydrolithon gardineri,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Hydrolithon,,gardineri,,"(Foslie) Verheij & Prud'homme van Reine, 1993",626
179.42605,-16.56015,969,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Halimeda heteromorpha,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:377132,Halimeda heteromorpha,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Halimedaceae,Halimeda,,heteromorpha,,"N'Yeurt, 2006",627
179.280783,-16.2853,285,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Amphiroa ephedraea,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:211632,Amphiroa ephedraea,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,ephedraea,,"(Lamarck) Decaisne, 1842",628
179.5314,-16.23155,476,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-12 Amphiroa tribulus,,,,,present,,12,SCUBA diving,2007/05/16 09:12:00,136,2007,5,16,Fiji-12,Pacific Ocean,Fiji,,,Vanua Levu Outer slope of barrier reef west of 'Sau Sau Pass',6,49,-16.23155,179.5314,WGS84,30,POINT (179.5314 -16.23155),,,urn:lsid:marinespecies.org:taxname:211627,Amphiroa tribulus,Plantae,Rhodophyta,Florideophyceae,Corallinales,Corallinaceae,Amphiroa,,tribulus,,"(J.Ellis & Solander) J.V.Lamouroux, 1816",629
179.42605,-16.56015,970,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Bryopsis vestita,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:373430,Bryopsis vestita,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Bryopsidaceae,Bryopsis,,vestita,,"J.Agardh, 1877",630
179.3301,-16.03245,572,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Valonia macrophysa,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:145883,Valonia macrophysa,Plantae,Chlorophyta,Ulvophyceae,Siphonocladales,Valoniaceae,Valonia,,macrophysa,,"Kützing, 1843",631
179.280783,-16.2853,286,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Lobophora variegata,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:145381,Lobophora variegata,Chromista,Ochrophyta,Phaeophyceae,Dictyotales,Dictyotaceae,Lobophora,,variegata,,"(J.V.Lamouroux) Womersley ex E.C.Oliveira, 1977",632
179.280783,-16.2853,287,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Rhipilia penicilloides,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:613660,Rhipilia penicilloides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Rhipiliaceae,Rhipilia,,penicilloides,,"A.D.R.N'Yeurt & D.W.Keats, 1997",633
179.42605,-16.56015,971,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Caulerpa cupressoides,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:144467,Caulerpa cupressoides,Plantae,Chlorophyta,Ulvophyceae,Bryopsidales,Caulerpaceae,Caulerpa,,cupressoides,,"(West) C.Agardh, 1817",634
179.3301,-16.03245,573,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-15 Corynocystis prostrata,,,,,present,,15,SCUBA diving,2007/05/18 08:40:00,138,2007,5,18,Fiji-15,Pacific Ocean,Fiji,,,"Nagelelevu Lagoon' Northwest tip of barrier reef, outer slope",6,59,-16.03245,179.3301,WGS84,30,POINT (179.3301 -16.03245),,,urn:lsid:marinespecies.org:taxname:214434,Corynocystis prostrata,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Corynocystaceae,Corynocystis,,prostrata,,"Kraft, 1999",635
179.280783,-16.2853,288,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-07 Aplysinopsis sp.,,,,,present,,7,SCUBA diving,2007/05/13 16:33:00,133,2007,5,13,Fiji-07,Pacific Ocean,Fiji,,,Vanua Levu Kakaulevu Reef northern edge east of Kia Island,8,33,-16.2853,179.280783,WGS84,30,POINT (179.280783 -16.2853),,,urn:lsid:marinespecies.org:taxname:131761,Aplysinopsis sp.,Animalia,Porifera,Demospongiae,Dictyoceratida,Thorectidae,Aplysinopsis,,,,"Lendenfeld, 1888",636
179.42605,-16.56015,972,2014/12/20 11:00:00+00,en,,SPC,"Fiji algae, sponges, and ascidians","Survey of algae, sponges, and ascidians of Fiji, 2007",HumanObservation,,Fiji-25 Caulacanthus ustulatus,,,,,present,,25,SCUBA diving,2007/05/23 16:04:00,143,2007,5,23,Fiji-25,Pacific Ocean,Fiji,,,Heemskercq reef Outer slope of immerged barrier reef north of Nanuku Reef,12,23,-16.56015,179.42605,WGS84,30,POINT (179.42605 -16.56015),,,urn:lsid:marinespecies.org:taxname:145606,Caulacanthus ustulatus,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Caulacanthaceae,Caulacanthus,,ustulatus,,"(Mertens ex Turner) Kützing, 1843",637
